reviewer_name,review_content,full_review_link,rating,review_time_information,reply_from_owner,reply_text
Roland Riethmüller,Wir haben den Wellness-Bereich im Aspria vor rund 10 Jahren kennengelernt und waren absolut begeistert. Leider ist von dem einstigen Glamour nicht mehr viel übrig geblieben. Der Wellness-Bereich ist deutlich in die Jahre gekommen Das Holz &,https://goo.gl/maps/BP9M1LnfBKbJL984A,3,vor 3 Jahren,True,Lieber Herr Riethmüller wir danken Ihnen dass Sie sich die Zeit genommen haben und ein so ausführliches Feedback zu geben. Es tut uns sehr leid dass Sie unser Haus nicht mehr als so schön und glamourös wahrnehmen wie früher. Da wir durchgehend bemüht sind die Erfahrung unser Besucher zu verbessern würden wir uns freuen wenn Sie weitere Informationen mit uns teilen könnten. Für zusätzliche Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 890 6888 68/ resbe aspria.de Mit freundlichen Grüßen Ihr Aspria Team
O L,Viel zu teuer für das Angebot es ist das Geld nicht Wert. In der Corona Zeit kann man sich kaum für einen Kurs anmelden weil alles immer reserviert ist. Haufen Geld bezahlt für nichts &,https://goo.gl/maps/gv6i9tmF5DbzQFSQ9,1,vor 2 Jahren,False,
Oliver Bertermann,Die Umgebung ist schön aber die direkte Aussicht leider nicht. Das Ambiente ist sehr gut und das Personal ist auch sehr freundlich. Das Fitnessstudio ist sehr modern und es gibt viele Möglichkeiten für alternative und neue &,https://goo.gl/maps/psmQiK5LyWW5y5y57,4,vor 5 Jahren,True,Vielen Dank für Ihre positive Bewertung. Wir freuen uns dass Ihnen der Aufenthalt in unserem Club gefallen hat. Ihr Feedback geben wir selbstverständlich auch gerne an unsere Teams weiter und würden uns freuen Sie bald wieder im Aspria begrüßen zu dürfen. Ihr Aspria Team
Björn Dau,Nettes Personal. große saubere und helle Zimmer. Angenehme Atmosphäre. Mega Pool. Eigentlich nichts zu meckern außer vielleicht die engen Parkplätze.,https://goo.gl/maps/xcDok5T6c7TwPB2Q6,5,vor einem Jahr,True,Hallo Björn...vielen Dank für dein Feedback. Das positive an den Parkplätzen ist zumindest dass wir welche haben...durchaus je nach Automarke sind die vielleicht im Laufe der Jahre schmaler geworden. Wir freuen uns auf jeden Fall sehr dass unsere Hotelzimmer und der Sportbereich zu 100% deinen Erwartungen entsprochen haben. Mit den besten Grüßen Sandra Schmalzried General Manager Aspria Berlin
Herbert Longyear,War als Hotelgast am letzten Freitag im Aspirion. Ich war mit allem sehr zufrieden. Die Mitarbeiter von Empfang über Schwimmbad bis zur Putzfrau waren alle sehr freundlich. Ich fand das Zimer sehr schön gestaltet und gut geräuschgedämmt. &,https://goo.gl/maps/PGEqbuhCdFB6fWpTA,5,vor 5 Jahren,True,Vielen Dank für Ihre Bewertung. Wir geben Ihr Feedback gerne an unsere Mitarbeiter weiter und freuen uns schon auf Ihren nächsten Besuch im Club Ihr Aspria Team
Andreas Zyankali J,Ich war das erste mal im Aspria und sehr gespannt was kommen wird. Und ich war angenehm überrascht. Eine sehr entspannte und energiereiche Massage bei Jordan. Das hat man selten. Eine der besten Massagen in den letzten 2 Jahren.,https://goo.gl/maps/bZ9u33Udd6Kvj2qAA,5,vor 3 Jahren,False,
Idot Bdot,Im Vergleich zum hannoverschen Club ein paar gefühlte Klassen niedriger. Allerdings kenne ich das Preismodell im Berliner Club auch nicht vielleicht ist es günstiger dann wäre es ok. Das soll aber nicht bedeuten das es nicht schon ein &,https://goo.gl/maps/v8LuFqyEVzfDSwxRA,3,vor 2 Jahren,False,
K. A.,Leider ist das Personal (der Herr) im Bistro oben absolut unfreundlich. Ich denke man kann bei so einem Fitnessstudio einfach ein geschultes und freundliches Personal erwarten. Zusätzlich zum unpassenden Umgangston kam dann auch noch das &,https://goo.gl/maps/fdresRASRHkJwLou5,3,vor 5 Jahren,True,Liebe Katharina Alt vielen Dank für Ihr offenes Feedback und Ihre ehrliche Kritik Schade dass wir Sie bisher von unserem Club nicht vollständig überzeugen konnten. Ihre Kritikpunkte bezüglich unseres Personals nehmen wir sehr gern in das nächste Abteilungsleiter-Meeting mit auf um die jeweiligen Punkte an die richtigen Stellen weiterzuleiten. Wir freuen uns dass Sie positiv von unserem Rezeptions-Team sowie unserer Sport-Bereiche beeindruckt sind und hoffen Sie sehr bald wieder in unserem Club zu begrüßen. Ihr Aspria Team
Anne Zwickermann,Das Zimmer war wirklich wunderschön Hatte Sorge dass die Fotos auf der Webseite nur eines der schönsten Zimmer zeigen - das ist aber nicht der Fall: unser Zimmer sah GENAU so aus Großartig war auch der Saunabereich (mit wirklich vielen &,https://goo.gl/maps/xWLvt35NX1QWzH9S6,5,vor 5 Jahren,True,Liebe Frau Zwick vielen Dank für Ihre Bewertung wir freuen uns dass es Ihnen bei uns gefallen hat und wir freuen uns schon auf Ihren nächsten Besuch. Herzliche Grüße Ihr Aspria Team
Caro Jaeger,Wir waren dort im Spa. Die Mitarbeiter waren alle sehr nett und zuvorkommend Das Bein waxing ging super fix und die Massage war super,https://goo.gl/maps/b7Cqh5N3XB9TTZnJ7,5,vor einem Jahr,True,Ach toll - das gebe ich gerne an unser Team im Spa weiter und vielen Dank für dein Vertrauen in unsere Arbeit. Wir freuen uns auf ein Wiedersehen im Spa Sandra Schmalzried General Manager Aspria Berlin
Chris G,Stylisches Hotel in toller Lage. Die Zimmer sind modern eingerichtet das Personal ist sehr freundlich. Das Fitness und Spa-Center teilt man sich mit den Mitgliedern was aber kein Problem ist. Alles in allem ein anderes aber interessantes Hotel.,https://goo.gl/maps/TTUdLaKSujfxvVXPA,5,vor 3 Jahren,True,Lieber !hris Gerlach wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Tim Karstens,Erstklassiger Wellnessbereich mit sehr freundlichen Mitarbeitern große und stilvoll eingerichtete Zimmer. Die Möglichkeit den Wellnessbereich auch am Tag der Abreise zu nutzen machen das Hotel auch Preis-Leistungstechnisch sehr attraktiv. Wir waren für unseren Berlin-Kurztrip rundum zufrieden,https://goo.gl/maps/9xKxxCit9PehfSKd7,5,vor 4 Jahren,True,Danke lieber Tim für Ihr liebes Feedback Und bis ganz bald...
Sira Brak,Eher ein fitnestudio mit einem angeschlossenen hotelbereich.Die Orientierung fällt zu nächst schwer.Sicherlich ein sehr schönes Fitness studio.Das Restaurant ist als Bistro Bereich zu Bezeichnen.Die Zimmer waren Ok. &,https://goo.gl/maps/Azn5CPJcLg1wARtt9,3,vor 4 Jahren,False,
Alex Mooh,Frühstück muss ich sagen für den Preis Überhaupt nicht zu empfehlen Sehr wenig Auswahl &,https://goo.gl/maps/PSVMXx4NyP7QjL4Z6,3,vor einem Jahr,True,Hallo Alex Mooh - schade dass unsere Continental Frühstücksauswahl Dir nicht zu 100% zugesagt hat. Wir bleiben da auf jeden Fall am Ball unser Sortiment mit weiteren Optionen zu erweitern um vielleicht auch beim nächsten Mal eine noch größere Auswahl zu haben. Mit freundlichen Grüßen Sandra Schmalzried General Manager Aspria Berlin
Klaus Lager,Ist das nun ein Hotel oder ein Fitness-Studio? Weiß man hier wohl selbst noch nicht so genau wirkt alles unkoordiniert. Wenn man allein mit seinem Gepäck nur in die zweite Etage möchte muss man einmal den Aufzug wechseln und ein &,https://goo.gl/maps/KB8xAjMS6dNRF1BA8,2,vor 3 Jahren,True,Lieber Herr Lager wir bedanken uns für die Bewertung unseres Clubs. Es tut uns leid zu hören dass Sie nicht mit Aufenthalt zufrieden waren. Tatsächlich ist unsere Vision das Clubleben mit dem Hotelleben in Einklang zu bringen sodass unsere Gäste ein Gesamterlebnis erfahren. Wir bedauern dass dieses Konzept bei Ihnen nicht auf Gefallen gestoßen ist. Ihr Feedback zur Nachhaltigkeit bzgl. unserer Aluminium-Kaffeekapseln haben wir gern im Team geteilt und versuchen eine nachhaltigere Lösung zu finden. Da dieses Aluminium jedoch eingeschmolzen und wiederverwertet werden kann sind wir damit okölogisch noch recht gut aufgestellt. Ebenfalls Ihre Kritik zur Sauberkeit haben wir gern intern besprochen und werden unser Bestes geben diese weiterhin zu kontrollieren und zu optimieren. Wir würden sehr gerne mehr darüber erfahren um uns in Zukunft verbessern zu können. Für weitere Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Email zur Verfügung : resbe aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Kimi Hansi,Saubere Umkleidekabine gepflegte Geräte.,https://goo.gl/maps/eZzEymc7aiHsYGua9,5,vor 2 Monaten,True,Herzlichen Dank für das 5 Sterne Feedback dann wünschen wir herrlich entspannte Auszeiten in unserem Club Sandra Schmalzried General Manager Aspria Berlin
Marion Pfeifer,Ein Fahrstuhl ist seit Wochen kaputt Ständig fallen Duschen aus wegen Renovierungsarbeiten. Leider wird der Ruheraum im Spa gestört da er dem Personal als Lagerraum für Flaschen dient. Die marode Dachterrasse ist immer noch nicht &,https://goo.gl/maps/5bCAELsq3UDKMLrv8,1,vor 3 Jahren,True,Liebe Marion vielen Dank für Ihr wertvolles Feedback Die Holzelemente auf unserer Dachterrasse werden aktuell erneuert. Ihr verbleibendes Feedback leite ich gern an die Spa Abteilung weiter. Liebe Grüße aus dem Aspria
oliver walla,Äußerlich kein Highlight innerlich sehr angenehm. Die Mannschaft sehr freundlich die Zimmer sind recht schön eingerichtet einzig die Wege im Hotel sind manchmal etwas seltsam auch dass man im Eingangsbereich durch ein Drehkreuz muss &,https://goo.gl/maps/6Pykiab739G2juMD9,4,vor 11 Jahren,False,
Achim Will,Betrifft den Fitnessclub: Leider gibt es immer noch keine Kinderbetreuung am Sonntag dem wirklich sinnvollen Tag dafür Aber der Mitglieds-Beitrag auch für die Kinder wird &,https://goo.gl/maps/g2cLE49qKsUWJND47,1,vor 2 Jahren,False,
Max,Das wohl entspannteste Hotel Berlins. Nach dem Aufstehen kann man zum Yoga gehen oder ein paar Runden im Pool schwimmen. Oder man liest gemütlich die Zeitung bei einem Americano in der Hauseigenen Kaffeebar. Wir sind bereits das zweite Mal hier gewesen. Und es wird sicher nicht der letzte Besuch gewesen sein.,https://goo.gl/maps/RZNqjC2TcNBk7C9j7,5,vor 3 Jahren,True,Lieber Max wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir freuen uns sehr dass Ihnen unser vielfältigen Angebote so großartig gefallen haben. Schön dass Sie sich bereits zum wiederholten Male so wohlgefühlt haben. Wir freuen uns umso mehr Sie bald wieder begrüßen zu dürfen. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 890 6888 68/ resbe aspria.de. Herzliche Grüße Ihr Aspria Team
Marcello,Frühstück absolute katastrophe Und für das grbotene 200 % zu teuer.Auswahl ein witz kaffe mies wurst trocken bacon von gestern rührei trocken keine normale milch o saft gläser eher wodka shots gläser und viel mehr als &,https://goo.gl/maps/rLP5veHV2vyiyPt86,3,vor 3 Jahren,True,Lieber Marcello wir danken Ihnen für ihr Feedback und die Bewertung unseres Clubs. Vielen Dank dass Sie sich dafür die Zeit genommen haben. Die Kritik zu unserem Frühstücksbuffet haben wir bereits intern besprochen und geben unser Bestes diese Punkte zu optimieren. Da wir durchgehend bemüht sind die Erfahrung unser Besucher zu verbessern würden wir uns freuen wenn Sie weitere Informationen mit uns teilen könnten. Für zusätzliche Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 890688868/ resbe aspria.de. Mit freundlichen Grüßen Ihr ASPRIA Team
Sylvia Habedank,Schöner Ort um Sport zu treiben freundliche Mitarbeiter die den Aufenthalt angenehm gestalten. 2 Punkte Abzug da Es in der Tiefgarage oder auch dem Parkplatz keine Lademöglich für E-Autos gibt.,https://goo.gl/maps/PmyoJ9tBaMLrGWpj6,3,vor 3 Jahren,False,
Patrick Zecca,Zimmer sind extrem geräumig schön modern und dabei praktisch eingerichtet. Das Frühstück ist relativ karg gerade wenn man bedenkt dass es sich um ein Fitness-Hotel handelt und Ernährung da irgendwie dazugehört. Das Gym ist extrem &,https://goo.gl/maps/rfoJenCiskhAziAg7,3,vor 5 Jahren,False,
Matthias Kriegler,"Es hat mir ausgesprochen gut gefallen. Besonders die Trainerin auf der Fläche die trotz einer persönlichen Einweisung/Personal Trainings Zeit für mich hatte zwei Dinge zu erklären Leider habe ich ihren Namen nicht (""you made my day""). Das war nicht immer so in Berlin. Komme beim nächsten Besuch bestimmt wieder vorbei",https://goo.gl/maps/BQvmf5waaE5wxs3y7,5,vor 2 Jahren,False,
Roger Glanzmann,einchecken sehr reibungslos zimmer stilvolll walkin dusche lavabo bereich grisszügig tv vom bett aus frühstück gehoben und grosse auswahl SPA sowie workout bereich für publikum zugelassen daher leider sehr voll hamman bereich im untergeschoss dafür beinahe leer. overall: gehobene klasse,https://goo.gl/maps/YDAvG1NENUNQ17wJ7,4,vor 3 Jahren,True,Lieber Roger vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu hören dass Ihnen unsere Einrichtungen und unser Zimmerprodukt so gut gefallen haben. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten. Deshalb würde es uns freuen zu erfahren was wir noch verbesseren könnten. Ihre zusätzlichen Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : +49 30 8906888 68/ resbe aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
No No,Ich habe Zimmer 104 besucht und das Zimmer ist sehr gross und geräumig. Fernseher ist gross an der schrägen Decke. Modern und stylisch eingerichtet. Betten extrem bequem. Die Rezeption war sehr freundlich und konnte immer helfen.Ich komme wieder .,https://goo.gl/maps/XjAfxoatf4FrJcAU6,4,vor 4 Jahren,True,Lieber Gast Vielen Dank dass Sie bei uns zu Gast waren und dass Sie sich die Zeit genommen haben uns ein Feedback dazulassen. Umso mehr freut es uns dass dieses so positiv ausfällt. Schön dass Sie sich bei uns so wohlgefühlt haben und unsere Zimmer sowie unser Service Sie überzeugen konnten. Wir würden uns sehr freuen Sie bald wieder in unserem Club begrüßen zu dürfen. Für eine neue Buchung sind wir gern persönlich behilflich. Zögern Sie nicht uns direkt zu kontaktieren. Herzliche Grüße Ihr Aspria Team
Frauenärzte am Potsdamer Platz,Im Klub gibt es wirklich nichts zu bemängeln selbst das Wasser im Pool hat eine sehr angenehme Temperatur - nur zu empfehlen &,https://goo.gl/maps/FmYM83SRHSWAQmaeA,5,vor 9 Jahren,False,
K. H.,Das soll Service sein? Für was zahle ich bitte so viel? Da hätte ich ja gleich in ein stinknormales Fitnessstudio gehen können denn da wäre der Service gleich: einfach nur schlecht um es noch nett auszudrücken Doch da würde ich &,https://goo.gl/maps/ogYAEQtQPwYeQNrYA,1,vor 3 Jahren,True,Sehr geehrter K.H. Wir haben aktuell leider technische Probleme mit unserer Telefonanlage und können keine externen Anrufe entgegen nehmen. Wenn Sie uns erreichen möchten kontaktieren Sie bitte folgende Nummer: 0511/899797948 und Sie werden dann automatisch an unseren Berliner Club weitergeleitet. Mit freundlichen Grüßen Ihr Aspria Team
Torsten Branden,Ich gehe da seit 8 Jahren 2x wöchentlich schwimmen. Und danach ein Bircher Müsli Ion der Cafeteria. Wenn man an die Geräte will muss man sich extra umziehen daher ein Punkt Abzug. Für 128 - Euro monatlich sollte das mit der kleiderordnung nicht so nachkriegsdeutsch gehandhabt werden.,https://goo.gl/maps/pWyZxM6yYMm8Xbwj6,4,vor 4 Jahren,False,
Paso8,Hervorragende Clubausstattung auf mehreren Etagen. Große Auswahl an tollen und gepflegten Trainingsgeräten. Erholungsmöglichkeiten mit einem riesigen Schwimmbad unterschiedlichen Saunen einem sehr großer Außenbereich on Top. Frühstück ausreichend.,https://goo.gl/maps/SQRxzVwMQr4hQxNf6,5,vor 6 Jahren,False,
nikolaos tsavdaridis,Einfach Super freundliches Team und super ausgestattet. Die Sauna Landschaft macht Spaß und zusätzlich werden hier auch Ruheräume angeboten. Ein Schwimmbad von 25 Meter ist auch vorhanden.,https://goo.gl/maps/PxoEbZhP7WzrU4ju6,5,vor 4 Jahren,True,Lieber Herr Tsavdaridis vielen Dank für das tolle Feedback Es freut uns dass Ihnen besonders unsere Sauna Landschaft mit den Ruheräumen und das Schwimmbad gefallen haben. Für weiteres Feedback stehen wir jederzeit unter der folgenden Email zur Verfügung jmosquera aspria.com Wir hoffen Sie schon bald wieder bei uns begrüßen zu dürfen Liebe Grüße aus dem Aspria
Stephan Baresel,wellness und Sports in einer angenehmen Umgebung Herrlich War schön mal besser... viel besser...,https://goo.gl/maps/NVSmyrBEsimRS467A,4,vor 2 Wochen,True,Vielen Dank für die positive Bewertung Herr Baresel. Bis bald im Club
Hans Peter,Ich habe mich im Februar 2019 schriftlich per Mail an das zuständige Management über einen Mitarbeiter beschwert und zusätzlich Fragen bzgl. der Hausordnung gestellt. Bis heute 4 Monate danach habe ich keine Rückmeldung erhalten. Ich &,https://goo.gl/maps/ZpANVfEPesfLWXHeA,2,vor 3 Jahren,False,
Ole Dusmann,Super schönes Hotel. Tolles Design der Zimmer. Der Welnessbreich ist super schön. Das Frühstücksbuffet ist in Ordnunng. Es gibt nur spezielle Kinderschwimmzeiten was für Familien mit Kindern nicht so toll ist für andere dagegen sicherlich angenehm. WIr kommen immer gerne wieder.,https://goo.gl/maps/xtC1eWfXbTct3FN96,5,vor 8 Jahren,False,
Voornarme Narrchnarrrme,Die Sauna ist abends so voll daß man bereits 10 Minuten vor dem Aufguss (18 19 20 Uhr) sich hinein setzen muss um überhaupt ein Platz zu bekommen und dann nur mit Körperkontakt links und rechts.,https://goo.gl/maps/DkrAGiVv2Q39ex7s5,3,vor 3 Jahren,True,Sehr geehrter Herr Wongski wir danken Ihnen dass Sie sich die Zeit genommen haben den Club zu bewerten. Da wir durchgehend bemüht sind die Erfahrung unser Besucher zu verbessern würden wir uns freuen wenn Sie weitere Informationen mit uns teilen könnten. Für zusätzliche Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 890 6888 68/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Gerlinde Koch,Das tollste Kursangebot (z.Zt. 109Kurse/ Woche braucht man Monate um alles ausprobieren zu können) phantastische Öffnungszeiten inclusive Parkhaus guter Service (Handtücher Duschcreme bodylotion) großer Saunabereich mit riesigem &,https://goo.gl/maps/fy8Ai6M3YWvN9Wxh9,5,vor 4 Jahren,True,Vielen Dank liebe Gerlinde für Ihre lobenden Worte die wir sehr gern mit unserem Team teilen Wir freuen uns sehr dass Sie Ihre Zeit bei uns im Club so sehr genießen. Mit lieben Grüßen aus dem Aspria.
John Conor,Tolles Ambiente mit guter Ausstattung und angenehmen Zimmern. Frühstücks Buffet mit ausgewählten qualitativ guten Nahrungsmitteln. Nettes Personal. 1 Stern Abzug für die späte Check in Zeit und die frühe Check out sowie für das zu kleine Gym.,https://goo.gl/maps/xyitbUpJUCph7M6o6,4,vor 5 Jahren,True,Sehr geehrte Herr Conor vielen Dank für Ihre gute Bewertung und auch für Ihr ehrliches Feedback zu unserem Trainingsbereich. Wir bedauern dass wir Sie nicht vollständig von Aspria überzeugen konnten. Wir freuen uns aber Ihnen mitteilen zu können dass wir bereits mit Renovierungsarbeiten auf unseren Trainingsflächen begonnen haben und unsere Mitglieder und Gäste sich auf hochmoderne und neuartige Trainingsflächen sowie innovative und neue Technogym Trainingsgeräte freuen dürfen. Ihrem weiteren Kritikpunkt bezüglich der Check-in und Check-out-Zeiten gehen wir selbstverständlich nach und geben diesen der Hotelabteilung weiter. Wir freuen uns Sie schon bald wieder im Club begrüßen zu dürfen. Herzliche Grüße vom Aspria Team
Jan Frase,Wenn wir in Berlin sind dann steigen wir meist im Aspria ab. Die Kombination aus Fitness Club und Hotel ist ein Volltreffer Große Zimmer mit moderner Einrichtung und der riesige Club-Bereich sind ideal für einen Wochenendaufenthalt.,https://goo.gl/maps/SdJTYoqy56qnX78K6,5,vor 7 Jahren,False,
Margita Theurer,es ist unglaublich was aspria in dieser Coronakrise für seine Mitglieder geleistet hat. Ich wäre ohne das sehr schlecht körperlich und mental durch diese schweren Zeiten gekommen. Bitte nutzt alle diese wunderbaren Möglichkeiten damit ihr gesund und zufrieden bleibt.,https://goo.gl/maps/G61DHD7kpb7RB9J9A,5,vor 2 Jahren,True,Liebe Margita das ist wirklich eines der schönsten Feedbacks welches wir während dieser schweren Zeit bekommen haben. Wir danken Dir so sehr dafür und sind stolz solche Mitglieder wie Dich zu haben. Tausend Dank
Mike Langer,Sehr entäuschend. Hatte für meine Frau zum Muttertag eine Massage reserviert und mir wurde versichert sie hat auch Zugang zum Spa. Als Sie ankam hiess es die Massage wäre am Tag zuvor gewesen (was nicht sein kann da Muttertag ja immer &,https://goo.gl/maps/RTme5pmQ6JEKsive6,1,vor 5 Jahren,True,Sehr geehrter Herr Langer es tut uns wirklich leid zu hören dass der Besuch Ihrer Frau nicht Ihren Wünschen und Vorstellungen entsprochen hat. Uns ist es sehr wichtig dass unsere Gäste bei jedem Besuch ein besonders positives Erlebnis haben und unseren Bereich entspannt und gestärkt verlassen. Ich werde Ihre Punkte gleich heute mit meinem Team besprechen und kann Ihnen versichern dass wir diese sehr ernst nehmen. Wir hoffen Sie beim nächsten Besuch von uns überzeugen zu können. Leider können wir Sie unter den angegebenen Kontaktdaten nicht erreichen. Daher würden wir Sie bitten uns noch einmal unter folgender Email Adresse zu kontaktieren damit wir Sie mit etwas Positivem überraschen können. adamith aspria.de oder unter 030 890688860 Herzliche Grüße Ihr Aspria Team
Patrick,Edler und unfassbar schöner Club. Mitglieder und Personal sehr freundlich. Viele Kurse mit sehr guten Trainern. Stets abwechslungsreich und wunderbarer Spa Bereich.,https://goo.gl/maps/9BdBSpadi41zyigLA,5,vor 3 Jahren,True,Lieber Patrick wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Luigi (Hamburg für alle),Toll eingerichtetes Hotelzimmer herrliche Saunaaufgüsse und die wohl besten Ruheräume die ich je erlebt habe.,https://goo.gl/maps/tzhYs3a1t2khSqnB9,5,vor einem Jahr,False,
Michael M,Tolles hotel sehr aufmerksames Personal. Waren hier für ein Wochenende und konnten das Sportangebot samt Kurse sehr gut nutzen. Geräte und Trainer sind alle state of the art. &,https://goo.gl/maps/YqsCka5QjfGJKzdS8,5,vor 4 Jahren,False,
Bastian Kauerhoff,"Wirklich schöner Club mit kompetentem Personal. Kombination aus Wellness Spa Fitness und Kursangeboten. Eindrucksvoll und ein echter Mehrwert war für mich der ""Integrated Health Check"" der Aufschluss über den aktuellen Gesundheitszustand &",https://goo.gl/maps/42ANVyiPsuA8pq657,4,vor 9 Jahren,False,
Bernd Dörge,Ein super Sporthotel. Der Vorteil ist das angeschlossene Fitnessstudio mit einer der größten Kursauswahl in Deutschland. Exklusive Geräte und großer Spa Bereich runden das Angebot ab.,https://goo.gl/maps/G7DWFRGvdkgN9F2x8,5,vor 5 Jahren,True,Vielen Dank für Ihre positive Bewertung Herr Dörge. Wir freuen uns schon darauf Sie bald wieder begrüßen zu dürfen. Ihr Aspria Team
Dirk Tornow,Wir waren Beruflich da. Kann ich mich nicht weiter zu Äußern. Wir haben Wäsche getauscht. Aber die Damen die uns geholfen haben sehr sehr nett und freundlich.,https://goo.gl/maps/ZePfWiNbLji237cb9,5,vor 3 Jahren,False,
Chris Grey,2015 meine Tochter (3) geht zweimal die Woche in die Kinderbetreuung und besucht Sporkurse. Sie fühlt sich wohl und Preis/Leistung ist top. &,https://goo.gl/maps/XQs9QYxpj8SPMNoA8,3,vor 5 Jahren,True,Lieber Christian Greyer wir freuen uns sehr dass Ihre Tochter gerne zu uns kommt und sich bei uns wohlfühlt. In der Tat hatten wir bis zur Jahresmitte eine höhere Fluktuation bei unseren Mitarbeitern aber seit August haben wir ein stabiles Team und sehr wenig Wechsel. Da wir sieben Tage die Woche geöffnet haben und im Schichtdienst arbeiten kommt es vor dass die Kurse von wechselnden Trainern angeleitet werden - dies lässt sich leider nicht vermeiden. In der Regel treffen die Kinder aber etwa alle zwei Wochen auf die Gesichter die sie aus der Kinderbetreuung kennen und somit Bezug zu ihnen haben. Sollten Sie dazu noch Fragen haben sprechen Sie gerne unsere Mitarbeiter im Asprini an. Liebe Grüße Ihr Aspria Team
Ugur Özcan,Familien unfreundliche sauna zeiten wenn sonstige zeiten mit kind kommen werden sie unfreundluchvgebeten zu gehen und unkompetente kinderbetreung von nichz angelente schpler und studenten. Das für 128 eur pro person no go.,https://goo.gl/maps/cTCHiR7nvJKsB3cs9,1,vor 3 Jahren,True,Sehr geehrter Herr Ugur Özcan wir bedanken uns für die Bewertung unseres Clubs. Es tut uns leid zu hören dass Sie nicht mit unseren Saunazeiten und unserem Academy Personal unzufrieden waren. Wir würden sehr gerne mehr darüber erfahren um uns in Zukunft verbessern zu können. Für weitere Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummerzur Verfügung : +49 30 8906888-68. Mit freundlichen Grüßen Ihr Aspria Team
Satoshi Nakamoto,Top Hotel alles sauber und schöne Zimmer. Der Fitnessbereich ist sehr gut ausgestattet. Das Frühstück im Restaurant könnte besser sein. Gute Lage direkt am Kudamm.,https://goo.gl/maps/5jmuAvUt5Fv5MpbU8,4,vor 4 Jahren,True,Vielen Dank für die lobenden Worte die wir genau wie den Hinweis zu unserem Frühstücksbuffet selbstverständlich sehr gern mit den entsprechenden Teams teilen Mit lieben Grüße Team Aspria
Christopher Schering,War mal (vor vieeelen) Jahren der beste Club in Berlin. Jetzt leider in die Jahre gekommen ohne entsprechende Updates gemacht zu haben. Mitglieder teilweise schwierig (laute Russen etc).,https://goo.gl/maps/cmUTwopVSyfmHhWD9,4,vor 2 Jahren,False,
Jennifer Ritter,Gutes Hotel Ansprechende Lage und Ausstattung.,https://goo.gl/maps/tmbkoFmHUEAkGgPu8,4,vor 6 Monaten,True,Herzlichen Dank für das Feedback. Schön dass es Ihnen bei uns gefallen hat. Beste Grüße Sandra Schmalzried General Manager
Serkan Tas,Wollte mit meiner Frau ein Wellnesswochenende im Aspria verbringen. Alles fing gut an bis meine Frau die Spa-Angebote im Haus wahrgenommen hat. Während der zweiten Behandlung wurde Ihr geraten Ihre Kette abzumachen. Diese legte man im &,https://goo.gl/maps/RPGa1bkHx3KXeRXHA,2,vor 6 Jahren,False,
Sylwia F,Hände weg von den Gutscheinen für Aspria Man kann nur Überteuerte Leistungen telefonisch bestellen die Angebote von der Webseite gelten nicht. Über 100 Euro dadurch verloren : (,https://goo.gl/maps/GZppXtUZRHkXSaxF6,1,vor 4 Jahren,True,Hallo liebe Natalie bei einem Gutscheinkauf in unserem Online Shop sind diese an entsprechend kommunizierte Bedingungen für die Einlösung geknüpft. Sprechen Sie in jedem Fall aber immer auch unsere Club Rezeptionen bei solchen Problemen an. Die Kollegen finden ganz sicher eine Lösung Mit lieben Grüßen Maria - Team Aspria
Mickele,Zimmer groß sauber. Restaurant zu empfehlen. Spa und Sport sehr gut große Auswahl an Geräten. Frühstück wenig Auswahl extrem kleine Tische überteuert.,https://goo.gl/maps/QzZD9mpGjJ6WeWVB7,3,vor 4 Jahren,True,Danke lieber Mickele für das wertvolle Feedback welches wir uns selbstverständlich zu Herzen nehmen
